Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2019-101075,2019-06-28,2019-06-29,Standard Class,CU-8838,Customer 446,Corporate,United States,City,State,East,Technology,Accessories,Accessories Product,498.7,2,0.0,7.76
CA-2019-101076,2019-02-11,2019-02-13,Same Day,CU-1561,Customer 281,Corporate,United States,City,State,Central,Furniture,Tables,Tables Product,953.34,9,0.2,-168.1
CA-2019-101077,2019-01-15,2019-01-21,Second Class,CU-3255,Customer 315,Consumer,United States,City,State,Central,Technology,Laptops,Laptops Product,613.79,7,0.2,161.54
CA-2019-101078,2019-04-21,2019-04-22,Standard Class,CU-7096,Customer 66,Home Office,United States,City,State,Central,Furniture,Chairs,Chairs Product,565.9,2,0.2,32.22
CA-2019-101079,2019-06-06,2019-06-08,Same Day,CU-4997,Customer 267,Corporate,United States,City,State,Central,Technology,Phones,Phones Product,1105.81,9,0.2,-108.77
CA-2019-101080,2019-10-16,2019-10-17,First Class,CU-2141,Customer 328,Corporate,United States,City,State,South,Furniture,Bookcases,Bookcases Product,1637.13,2,0.3,-39.23
CA-2019-101081,2019-08-19,2019-08-20,Standard Class,CU-3632,Customer 119,Consumer,United States,City,State,Central,Technology,Laptops,Laptops Product,387.99,3,0.2,-47.08
CA-2019-101082,2019-06-06,2019-06-08,First Class,CU-9432,Customer 154,Consumer,United States,City,State,West,Furniture,Chairs,Chairs Product,243.86,8,0.2,16.52
CA-2019-101083,2019-02-07,2019-02-09,Standard Class,CU-9747,Customer 62,Consumer,United States,City,State,Central,Office Supplies,Labels,Labels Product,388.99,9,0.1,1.27
CA-2019-101084,2019-04-07,2019-04-08,Second Class,CU-2749,Customer 16,Consumer,United States,City,State,South,Technology,Accessories,Accessories Product,16.85,3,0.3,-1.71
CA-2019-101085,2019-10-16,2019-10-21,First Class,CU-6331,Customer 8,Corporate,United States,City,State,Central,Technology,Laptops,Laptops Product,1052.55,9,0.2,272.27
CA-2019-101086,2019-09-11,2019-09-13,Second Class,CU-8546,Customer 289,Home Office,United States,City,State,Central,Office Supplies,Labels,Labels Product,1977.24,7,0.0,587.24
CA-2019-101087,2019-07-15,2019-07-21,First Class,CU-5275,Customer 16,Home Office,United States,City,State,West,Technology,Phones,Phones Product,1616.99,5,0.1,446.89
CA-2019-101088,2019-03-27,2019-03-30,Second Class,CU-6434,Customer 434,Consumer,United States,City,State,West,Technology,Phones,Phones Product,1516.9,3,0.0,429.93
CA-2019-101089,2019-11-18,2019-11-22,Same Day,CU-4754,Customer 156,Corporate,United States,City,State,Central,Technology,Phones,Phones Product,1665.36,6,0.3,364.93
CA-2019-101090,2019-01-10,2019-01-11,Second Class,CU-4960,Customer 152,Corporate,United States,City,State,East,Office Supplies,Storage,Storage Product,1218.6,2,0.2,314.81
CA-2019-101091,2019-01-05,2019-01-06,First Class,CU-4178,Customer 427,Home Office,United States,City,State,East,Technology,Laptops,Laptops Product,359.06,1,0.0,96.25
CA-2019-101092,2019-05-03,2019-05-07,Standard Class,CU-6909,Customer 438,Consumer,United States,City,State,Central,Furniture,Tables,Tables Product,963.39,4,0.0,288.0
CA-2019-101093,2019-11-26,2019-12-01,First Class,CU-2688,Customer 464,Consumer,United States,City,State,East,Furniture,Furnishings,Furnishings Product,441.0,1,0.0,-11.25
CA-2019-101094,2019-12-19,2019-12-23,Second Class,CU-6305,Customer 48,Corporate,United States,City,State,West,Furniture,Chairs,Chairs Product,324.93,1,0.3,33.08
CA-2019-101095,2019-04-28,2019-04-30,Standard Class,CU-6955,Customer 435,Consumer,United States,City,State,East,Technology,Laptops,Laptops Product,1077.1,8,0.1,-123.18
CA-2019-101096,2019-10-21,2019-10-25,Standard Class,CU-9414,Customer 211,Corporate,United States,City,State,East,Technology,Phones,Phones Product,972.79,6,0.0,168.37
CA-2019-101097,2019-06-08,2019-06-09,First Class,CU-1948,Customer 33,Home Office,United States,City,State,East,Technology,Accessories,Accessories Product,341.41,6,0.0,-21.0
CA-2019-101098,2019-10-30,2019-11-03,Same Day,CU-9174,Customer 349,Home Office,United States,City,State,South,Office Supplies,Binders,Binders Product,1670.3,6,0.2,-320.41
CA-2019-101099,2019-08-16,2019-08-19,Same Day,CU-9294,Customer 199,Corporate,United States,City,State,Central,Technology,Laptops,Laptops Product,308.47,3,0.1,49.33
CA-2019-101100,2019-12-31,2020-01-06,Second Class,CU-8595,Customer 152,Corporate,United States,City,State,West,Office Supplies,Labels,Labels Product,29.21,6,0.1,3.94
CA-2019-101101,2019-08-04,2019-08-06,First Class,CU-3039,Customer 292,Consumer,United States,City,State,Central,Furniture,Furnishings,Furnishings Product,1854.39,1,0.1,104.71
CA-2019-101102,2019-07-03,2019-07-07,Second Class,CU-7834,Customer 489,Consumer,United States,City,State,Central,Technology,Accessories,Accessories Product,533.07,2,0.2,13.66
CA-2019-101103,2019-01-15,2019-01-16,Second Class,CU-3450,Customer 485,Corporate,United States,City,State,Central,Office Supplies,Labels,Labels Product,1675.05,4,0.3,214.51
CA-2019-101104,2019-06-06,2019-06-12,Same Day,CU-5939,Customer 150,Consumer,United States,City,State,East,Technology,Phones,Phones Product,1416.05,1,0.3,-273.72
CA-2019-101105,2019-05-16,2019-05-18,First Class,CU-9265,Customer 96,Consumer,United States,City,State,East,Furniture,Furnishings,Furnishings Product,642.04,3,0.3,131.16
CA-2019-101106,2019-09-18,2019-09-19,Second Class,CU-5425,Customer 231,Home Office,United States,City,State,South,Office Supplies,Labels,Labels Product,1247.54,1,0.0,61.75
CA-2019-101107,2019-06-06,2019-06-11,First Class,CU-8654,Customer 135,Consumer,United States,City,State,West,Office Supplies,Labels,Labels Product,1711.18,5,0.2,-70.34
CA-2019-101108,2019-02-16,2019-02-19,First Class,CU-2571,Customer 6,Consumer,United States,City,State,West,Technology,Accessories,Accessories Product,46.39,2,0.3,8.19
CA-2019-101109,2019-11-20,2019-11-25,First Class,CU-4699,Customer 396,Corporate,United States,City,State,Central,Office Supplies,Binders,Binders Product,1374.41,8,0.1,31.2
CA-2019-101110,2019-11-28,2019-12-01,First Class,CU-4976,Customer 277,Consumer,United States,City,State,South,Office Supplies,Storage,Storage Product,923.88,1,0.0,267.52
CA-2019-101111,2019-06-22,2019-06-26,Second Class,CU-6581,Customer 238,Corporate,United States,City,State,South,Technology,Laptops,Laptops Product,1402.81,9,0.0,49.33
CA-2019-101112,2019-05-10,2019-05-12,Second Class,CU-6274,Customer 160,Corporate,United States,City,State,South,Office Supplies,Binders,Binders Product,1918.86,1,0.2,36.58
CA-2019-101113,2019-04-05,2019-04-09,Standard Class,CU-9536,Customer 223,Corporate,United States,City,State,East,Office Supplies,Binders,Binders Product,337.01,4,0.2,12.99
CA-2019-101114,2019-04-25,2019-04-28,Standard Class,CU-9335,Customer 218,Home Office,United States,City,State,Central,Furniture,Furnishings,Furnishings Product,740.92,2,0.2,144.26
CA-2019-101115,2019-08-31,2019-09-03,Second Class,CU-8717,Customer 44,Home Office,United States,City,State,West,Furniture,Chairs,Chairs Product,1820.31,6,0.0,-314.24
CA-2019-101116,2019-10-19,2019-10-22,First Class,CU-1524,Customer 425,Corporate,United States,City,State,South,Furniture,Tables,Tables Product,1765.09,9,0.1,129.29
CA-2019-101117,2019-10-09,2019-10-15,Second Class,CU-3238,Customer 137,Corporate,United States,City,State,Central,Office Supplies,Paper,Paper Product,193.46,8,0.1,31.18
CA-2019-101118,2019-10-26,2019-10-27,Same Day,CU-3621,Customer 119,Consumer,United States,City,State,South,Technology,Laptops,Laptops Product,999.68,5,0.0,-21.15
CA-2019-101119,2019-10-10,2019-10-12,First Class,CU-4138,Customer 46,Corporate,United States,City,State,West,Furniture,Bookcases,Bookcases Product,1779.33,1,0.2,256.59
CA-2019-101120,2019-03-10,2019-03-14,First Class,CU-7984,Customer 118,Consumer,United States,City,State,Central,Furniture,Furnishings,Furnishings Product,1532.88,9,0.0,121.46
CA-2019-101121,2019-05-28,2019-06-01,Same Day,CU-4288,Customer 431,Consumer,United States,City,State,West,Technology,Phones,Phones Product,74.27,9,0.0,-11.64
CA-2019-101122,2019-01-11,2019-01-16,First Class,CU-5240,Customer 228,Consumer,United States,City,State,South,Furniture,Furnishings,Furnishings Product,1417.42,2,0.0,317.57
CA-2019-101123,2019-09-11,2019-09-14,First Class,CU-8087,Customer 201,Consumer,United States,City,State,Central,Technology,Laptops,Laptops Product,1057.23,2,0.1,240.1
CA-2019-101124,2019-11-26,2019-11-29,Same Day,CU-5182,Customer 291,Consumer,United States,City,State,East,Office Supplies,Storage,Storage Product,572.27,9,0.3,148.78
CA-2019-101125,2019-12-26,2019-12-29,Second Class,CU-1325,Customer 183,Consumer,United States,City,State,East,Furniture,Tables,Tables Product,491.22,3,0.1,-38.7
CA-2019-101126,2019-02-07,2019-02-11,Standard Class,CU-6136,Customer 324,Consumer,United States,City,State,Central,Technology,Phones,Phones Product,857.52,7,0.3,173.54
CA-2019-101127,2019-05-14,2019-05-19,Second Class,CU-6560,Customer 54,Corporate,United States,City,State,West,Furniture,Chairs,Chairs Product,613.81,4,0.1,122.16
CA-2019-101128,2019-07-19,2019-07-20,Same Day,CU-2174,Customer 111,Consumer,United States,City,State,Central,Technology,Phones,Phones Product,1908.94,3,0.1,50.75
CA-2019-101129,2019-01-23,2019-01-29,Standard Class,CU-5753,Customer 298,Consumer,United States,City,State,West,Furniture,Tables,Tables Product,1919.58,1,0.3,60.78
CA-2019-101130,2019-10-30,2019-11-01,Standard Class,CU-3401,Customer 312,Consumer,United States,City,State,West,Furniture,Tables,Tables Product,1104.07,7,0.1,322.22
CA-2019-101131,2019-12-12,2019-12-13,Standard Class,CU-1530,Customer 336,Home Office,United States,City,State,South,Technology,Accessories,Accessories Product,1222.45,9,0.0,-242.29
CA-2019-101132,2019-10-29,2019-11-02,First Class,CU-6257,Customer 275,Corporate,United States,City,State,South,Furniture,Tables,Tables Product,1495.07,2,0.1,46.6
CA-2019-101133,2019-12-29,2020-01-04,Standard Class,CU-7582,Customer 57,Corporate,United States,City,State,West,Office Supplies,Labels,Labels Product,1279.7,9,0.2,97.66
CA-2019-101134,2019-08-06,2019-08-12,Standard Class,CU-5809,Customer 202,Home Office,United States,City,State,East,Furniture,Tables,Tables Product,1961.02,4,0.3,143.46
CA-2019-101135,2019-05-21,2019-05-27,Same Day,CU-8948,Customer 203,Corporate,United States,City,State,East,Office Supplies,Binders,Binders Product,983.01,3,0.2,31.08
CA-2019-101136,2019-04-14,2019-04-17,Standard Class,CU-2828,Customer 270,Home Office,United States,City,State,South,Office Supplies,Storage,Storage Product,737.39,4,0.3,23.86
CA-2019-101137,2019-07-29,2019-07-31,Same Day,CU-1495,Customer 388,Consumer,United States,City,State,South,Office Supplies,Labels,Labels Product,1669.73,2,0.2,416.9
CA-2019-101138,2019-04-21,2019-04-25,Second Class,CU-9756,Customer 460,Consumer,United States,City,State,Central,Technology,Phones,Phones Product,1083.53,1,0.2,221.72
CA-2019-101139,2019-04-14,2019-04-18,Second Class,CU-4962,Customer 457,Consumer,United States,City,State,Central,Furniture,Chairs,Chairs Product,1549.51,4,0.2,-155.54
CA-2019-101140,2019-11-12,2019-11-18,Second Class,CU-2591,Customer 274,Consumer,United States,City,State,South,Furniture,Chairs,Chairs Product,755.86,4,0.0,-40.83
CA-2019-101141,2019-06-20,2019-06-24,First Class,CU-2842,Customer 244,Home Office,United States,City,State,East,Technology,Accessories,Accessories Product,292.79,6,0.0,32.05
CA-2019-101142,2019-12-22,2019-12-24,First Class,CU-2927,Customer 153,Corporate,United States,City,State,West,Office Supplies,Paper,Paper Product,1056.34,5,0.0,218.18
CA-2019-101143,2019-11-20,2019-11-22,First Class,CU-7668,Customer 315,Home Office,United States,City,State,South,Technology,Laptops,Laptops Product,12.28,8,0.1,3.6
CA-2019-101144,2019-05-13,2019-05-18,Second Class,CU-3519,Customer 70,Corporate,United States,City,State,Central,Furniture,Furnishings,Furnishings Product,1807.93,8,0.0,347.45
CA-2019-101145,2019-10-20,2019-10-25,First Class,CU-3930,Customer 418,Consumer,United States,City,State,West,Office Supplies,Labels,Labels Product,1099.52,6,0.3,52.8
CA-2019-101146,2019-11-24,2019-11-25,First Class,CU-6802,Customer 379,Consumer,United States,City,State,South,Office Supplies,Labels,Labels Product,219.26,9,0.1,-39.0
CA-2019-101147,2019-05-07,2019-05-09,Same Day,CU-7716,Customer 17,Corporate,United States,City,State,South,Technology,Phones,Phones Product,1587.26,2,0.3,-317.21
CA-2019-101148,2019-04-16,2019-04-18,Standard Class,CU-6997,Customer 447,Home Office,United States,City,State,East,Technology,Accessories,Accessories Product,1415.53,7,0.2,260.11
CA-2019-101149,2019-04-02,2019-04-04,Second Class,CU-1393,Customer 418,Corporate,United States,City,State,South,Technology,Phones,Phones Product,1151.26,7,0.1,-105.21
CA-2019-101150,2019-10-14,2019-10-19,Standard Class,CU-3781,Customer 356,Home Office,United States,City,State,South,Technology,Accessories,Accessories Product,1014.97,5,0.2,86.77
CA-2019-101151,2019-02-20,2019-02-26,Standard Class,CU-7799,Customer 356,Home Office,United States,City,State,East,Furniture,Furnishings,Furnishings Product,854.12,8,0.2,-154.63
CA-2019-101152,2019-01-29,2019-02-04,Same Day,CU-1163,Customer 267,Home Office,United States,City,State,West,Technology,Laptops,Laptops Product,1819.41,7,0.2,532.88
CA-2019-101153,2019-10-23,2019-10-27,Same Day,CU-5821,Customer 198,Home Office,United States,City,State,West,Office Supplies,Paper,Paper Product,588.73,5,0.3,78.48
CA-2019-101154,2019-10-24,2019-10-30,Second Class,CU-5704,Customer 249,Home Office,United States,City,State,West,Furniture,Furnishings,Furnishings Product,504.75,8,0.2,93.74
CA-2019-101155,2019-08-02,2019-08-05,Second Class,CU-6423,Customer 29,Corporate,United States,City,State,South,Technology,Phones,Phones Product,208.61,2,0.3,25.32
CA-2019-101156,2019-09-24,2019-09-29,Standard Class,CU-3374,Customer 336,Corporate,United States,City,State,Central,Office Supplies,Labels,Labels Product,787.0,1,0.2,126.52
CA-2019-101157,2019-09-14,2019-09-16,Standard Class,CU-8263,Customer 93,Home Office,United States,City,State,South,Technology,Accessories,Accessories Product,919.8,2,0.3,246.09
CA-2019-101158,2019-10-29,2019-11-04,Standard Class,CU-6961,Customer 361,Corporate,United States,City,State,West,Technology,Accessories,Accessories Product,267.91,2,0.0,33.33
CA-2019-101159,2019-04-11,2019-04-16,Standard Class,CU-7037,Customer 91,Consumer,United States,City,State,West,Technology,Accessories,Accessories Product,1393.87,4,0.3,293.46
CA-2019-101160,2019-12-12,2019-12-18,Standard Class,CU-4866,Customer 234,Home Office,United States,City,State,South,Furniture,Chairs,Chairs Product,1360.95,9,0.1,-12.27
CA-2019-101161,2019-04-20,2019-04-21,Same Day,CU-4194,Customer 420,Corporate,United States,City,State,South,Office Supplies,Storage,Storage Product,1586.21,4,0.1,-212.49
CA-2019-101162,2019-07-01,2019-07-03,Second Class,CU-3880,Customer 469,Home Office,United States,City,State,East,Furniture,Bookcases,Bookcases Product,367.85,3,0.3,60.84
CA-2019-101163,2019-11-09,2019-11-10,First Class,CU-1690,Customer 404,Corporate,United States,City,State,East,Technology,Laptops,Laptops Product,1803.66,8,0.0,75.07
CA-2019-101164,2019-01-01,2019-01-03,Second Class,CU-4008,Customer 49,Corporate,United States,City,State,East,Furniture,Bookcases,Bookcases Product,600.29,1,0.2,96.62
CA-2019-101165,2019-11-15,2019-11-20,Second Class,CU-6842,Customer 250,Consumer,United States,City,State,East,Office Supplies,Binders,Binders Product,320.1,8,0.3,0.11
CA-2019-101166,2019-02-24,2019-02-28,Second Class,CU-5135,Customer 304,Consumer,United States,City,State,South,Furniture,Furnishings,Furnishings Product,656.36,4,0.0,-103.53
CA-2019-101167,2019-05-29,2019-06-04,Same Day,CU-3573,Customer 198,Corporate,United States,City,State,West,Office Supplies,Storage,Storage Product,1600.78,6,0.2,-284.69
CA-2019-101168,2019-11-05,2019-11-11,Same Day,CU-8656,Customer 301,Consumer,United States,City,State,South,Office Supplies,Storage,Storage Product,1815.72,1,0.3,256.45
CA-2019-101169,2019-05-17,2019-05-20,Standard Class,CU-2293,Customer 17,Consumer,United States,City,State,East,Technology,Phones,Phones Product,766.31,2,0.0,-84.11
CA-2019-101170,2019-07-21,2019-07-22,First Class,CU-6549,Customer 280,Corporate,United States,City,State,Central,Technology,Laptops,Laptops Product,1026.1,5,0.0,-29.28
CA-2019-101171,2019-11-09,2019-11-15,Second Class,CU-3235,Customer 376,Consumer,United States,City,State,Central,Furniture,Chairs,Chairs Product,1475.81,2,0.1,206.81
CA-2019-101172,2019-04-27,2019-05-02,Same Day,CU-7609,Customer 327,Consumer,United States,City,State,South,Office Supplies,Storage,Storage Product,395.67,1,0.3,-68.15
CA-2019-101173,2019-06-03,2019-06-07,Standard Class,CU-7018,Customer 262,Consumer,United States,City,State,Central,Office Supplies,Storage,Storage Product,926.24,7,0.0,180.48
CA-2019-101174,2019-10-18,2019-10-23,First Class,CU-5451,Customer 472,Corporate,United States,City,State,East,Furniture,Furnishings,Furnishings Product,1558.41,5,0.3,-282.26
CA-2019-101175,2019-03-04,2019-03-05,First Class,CU-5703,Customer 123,Corporate,United States,City,State,West,Furniture,Furnishings,Furnishings Product,1966.12,3,0.2,-69.42
CA-2019-101176,2019-09-01,2019-09-04,Same Day,CU-3488,Customer 105,Corporate,United States,City,State,Central,Furniture,Chairs,Chairs Product,516.34,3,0.1,-7.51
CA-2019-101177,2019-01-25,2019-01-31,Second Class,CU-5549,Customer 370,Corporate,United States,City,State,West,Furniture,Chairs,Chairs Product,227.9,6,0.1,-16.02
CA-2019-101178,2019-03-31,2019-04-05,Standard Class,CU-8067,Customer 121,Home Office,United States,City,State,West,Furniture,Tables,Tables Product,105.58,6,0.0,-15.0
CA-2019-101179,2019-03-16,2019-03-18,Standard Class,CU-8086,Customer 386,Corporate,United States,City,State,West,Office Supplies,Storage,Storage Product,1077.85,5,0.3,279.39
CA-2019-101180,2019-10-21,2019-10-25,Same Day,CU-6333,Customer 98,Corporate,United States,City,State,South,Furniture,Furnishings,Furnishings Product,1092.02,6,0.3,-48.71
CA-2019-101181,2019-07-29,2019-08-03,Standard Class,CU-8283,Customer 150,Corporate,United States,City,State,West,Furniture,Furnishings,Furnishings Product,1402.96,1,0.0,-74.98
CA-2019-101182,2019-12-13,2019-12-17,Standard Class,CU-9607,Customer 383,Corporate,United States,City,State,Central,Office Supplies,Paper,Paper Product,1740.94,7,0.0,484.51
CA-2019-101183,2019-01-17,2019-01-23,Standard Class,CU-7749,Customer 478,Corporate,United States,City,State,West,Office Supplies,Paper,Paper Product,1489.65,7,0.1,89.83
CA-2019-101184,2019-05-08,2019-05-10,Same Day,CU-1542,Customer 66,Corporate,United States,City,State,East,Technology,Phones,Phones Product,1435.79,5,0.0,252.16
CA-2019-101185,2019-12-30,2020-01-02,Same Day,CU-4933,Customer 225,Home Office,United States,City,State,West,Technology,Accessories,Accessories Product,166.76,9,0.2,10.18
CA-2019-101186,2019-09-08,2019-09-11,Standard Class,CU-2128,Customer 337,Corporate,United States,City,State,East,Office Supplies,Labels,Labels Product,1979.89,6,0.1,12.19
CA-2019-101187,2019-06-28,2019-06-30,Second Class,CU-6848,Customer 67,Corporate,United States,City,State,West,Technology,Accessories,Accessories Product,1394.27,6,0.1,119.39
CA-2019-101188,2019-07-01,2019-07-05,Second Class,CU-2775,Customer 295,Consumer,United States,City,State,West,Technology,Accessories,Accessories Product,331.12,4,0.3,78.76
CA-2019-101189,2019-06-01,2019-06-07,First Class,CU-3302,Customer 452,Corporate,United States,City,State,East,Technology,Accessories,Accessories Product,1171.02,9,0.3,-216.25
CA-2019-101190,2019-01-25,2019-01-30,First Class,CU-8971,Customer 338,Corporate,United States,City,State,West,Technology,Laptops,Laptops Product,1844.79,6,0.2,-133.28
CA-2019-101191,2019-06-29,2019-07-01,First Class,CU-5476,Customer 316,Consumer,United States,City,State,Central,Furniture,Furnishings,Furnishings Product,1801.68,2,0.3,397.3
CA-2019-101192,2019-07-17,2019-07-18,Second Class,CU-2084,Customer 41,Consumer,United States,City,State,West,Furniture,Furnishings,Furnishings Product,259.93,3,0.1,73.49
CA-2019-101193,2019-12-10,2019-12-14,Same Day,CU-6835,Customer 498,Corporate,United States,City,State,Central,Office Supplies,Binders,Binders Product,517.2,5,0.3,-87.1
CA-2019-101194,2019-06-10,2019-06-13,Second Class,CU-2443,Customer 393,Corporate,United States,City,State,Central,Technology,Laptops,Laptops Product,1286.06,5,0.0,243.37
CA-2019-101195,2019-06-26,2019-06-28,Second Class,CU-3780,Customer 390,Consumer,United States,City,State,West,Furniture,Chairs,Chairs Product,1514.78,8,0.0,-194.19
CA-2019-101196,2019-10-12,2019-10-15,Standard Class,CU-1794,Customer 187,Corporate,United States,City,State,South,Office Supplies,Labels,Labels Product,657.91,3,0.2,190.73
CA-2019-101197,2019-03-04,2019-03-08,Standard Class,CU-7172,Customer 30,Corporate,United States,City,State,South,Technology,Phones,Phones Product,94.32,3,0.3,8.02
CA-2019-101198,2019-05-30,2019-06-02,Same Day,CU-8256,Customer 212,Consumer,United States,City,State,West,Technology,Accessories,Accessories Product,463.7,4,0.3,59.24
CA-2019-101199,2019-06-03,2019-06-05,Same Day,CU-8280,Customer 223,Corporate,United States,City,State,Central,Furniture,Chairs,Chairs Product,502.66,4,0.0,-41.71
CA-2019-101200,2019-06-05,2019-06-09,First Class,CU-2929,Customer 151,Home Office,United States,City,State,East,Technology,Phones,Phones Product,764.23,8,0.0,-73.68
CA-2019-101201,2019-02-18,2019-02-19,Second Class,CU-5937,Customer 472,Consumer,United States,City,State,West,Furniture,Chairs,Chairs Product,905.77,3,0.2,34.83
CA-2019-101202,2019-12-03,2019-12-05,First Class,CU-2689,Customer 64,Corporate,United States,City,State,East,Furniture,Tables,Tables Product,388.86,9,0.3,8.65
CA-2019-101203,2019-03-25,2019-03-30,Second Class,CU-6668,Customer 82,Home Office,United States,City,State,Central,Technology,Accessories,Accessories Product,1932.84,3,0.1,152.55
CA-2019-101204,2019-12-27,2020-01-02,Second Class,CU-2091,Customer 500,Home Office,United States,City,State,South,Furniture,Tables,Tables Product,868.18,9,0.1,-87.75
CA-2019-101205,2019-06-26,2019-06-28,Same Day,CU-1383,Customer 253,Consumer,United States,City,State,East,Technology,Accessories,Accessories Product,462.5,8,0.1,9.16
CA-2019-101206,2019-05-28,2019-06-01,First Class,CU-7767,Customer 228,Corporate,United States,City,State,East,Furniture,Tables,Tables Product,1885.2,9,0.0,171.42
CA-2019-101207,2019-04-28,2019-05-04,Same Day,CU-4123,Customer 37,Consumer,United States,City,State,Central,Office Supplies,Labels,Labels Product,1819.59,2,0.3,356.38
CA-2019-101208,2019-12-08,2019-12-10,Standard Class,CU-5954,Customer 233,Corporate,United States,City,State,Central,Office Supplies,Labels,Labels Product,1667.5,1,0.1,132.9
CA-2019-101209,2019-03-04,2019-03-05,First Class,CU-1767,Customer 391,Corporate,United States,City,State,Central,Furniture,Chairs,Chairs Product,117.14,8,0.0,-3.01
CA-2019-101210,2019-07-08,2019-07-09,Second Class,CU-7066,Customer 35,Corporate,United States,City,State,East,Office Supplies,Storage,Storage Product,1990.39,9,0.1,209.35
CA-2019-101211,2019-12-26,2019-12-31,Same Day,CU-2515,Customer 458,Home Office,United States,City,State,Central,Furniture,Furnishings,Furnishings Product,207.5,4,0.3,50.95
CA-2019-101212,2019-02-18,2019-02-21,Second Class,CU-2232,Customer 217,Corporate,United States,City,State,East,Office Supplies,Binders,Binders Product,1903.79,1,0.0,437.89
CA-2019-101213,2019-11-23,2019-11-29,Second Class,CU-2025,Customer 150,Home Office,United States,City,State,South,Office Supplies,Binders,Binders Product,488.43,1,0.1,-77.27
CA-2019-101214,2019-09-14,2019-09-18,First Class,CU-7141,Customer 410,Corporate,United States,City,State,South,Office Supplies,Labels,Labels Product,1654.17,5,0.0,128.27
CA-2019-101215,2019-08-12,2019-08-16,Standard Class,CU-9551,Customer 86,Corporate,United States,City,State,West,Technology,Accessories,Accessories Product,1715.11,4,0.0,-83.38
CA-2019-101216,2019-05-21,2019-05-24,Same Day,CU-7804,Customer 170,Consumer,United States,City,State,East,Technology,Phones,Phones Product,1706.6,2,0.0,-302.14
CA-2019-101217,2019-08-03,2019-08-04,Same Day,CU-5138,Customer 329,Home Office,United States,City,State,Central,Furniture,Furnishings,Furnishings Product,1992.5,9,0.0,-75.07
CA-2019-101218,2019-07-30,2019-07-31,First Class,CU-3873,Customer 86,Home Office,United States,City,State,West,Technology,Laptops,Laptops Product,1378.61,5,0.2,137.38
CA-2019-101219,2019-11-14,2019-11-16,Same Day,CU-9716,Customer 319,Corporate,United States,City,State,West,Technology,Phones,Phones Product,678.26,2,0.1,-18.18
CA-2019-101220,2019-02-01,2019-02-06,Standard Class,CU-3151,Customer 111,Home Office,United States,City,State,East,Office Supplies,Storage,Storage Product,1049.13,7,0.2,-117.21
CA-2019-101221,2019-06-07,2019-06-13,Second Class,CU-8649,Customer 331,Home Office,United States,City,State,East,Furniture,Tables,Tables Product,365.72,6,0.0,73.82
CA-2019-101222,2019-10-12,2019-10-17,Standard Class,CU-6663,Customer 209,Corporate,United States,City,State,East,Office Supplies,Binders,Binders Product,1473.31,9,0.3,327.67
CA-2019-101223,2019-11-01,2019-11-06,First Class,CU-4624,Customer 300,Consumer,United States,City,State,Central,Office Supplies,Labels,Labels Product,833.89,7,0.1,-5.03
CA-2019-101224,2019-10-13,2019-10-15,Standard Class,CU-4739,Customer 64,Corporate,United States,City,State,Central,Office Supplies,Binders,Binders Product,302.95,1,0.2,6.17
CA-2019-101225,2019-05-24,2019-05-29,Standard Class,CU-5094,Customer 371,Corporate,United States,City,State,East,Office Supplies,Binders,Binders Product,1007.08,4,0.0,-180.72
CA-2019-101226,2019-01-19,2019-01-22,First Class,CU-1109,Customer 149,Corporate,United States,City,State,East,Furniture,Furnishings,Furnishings Product,1812.45,2,0.2,347.74
CA-2019-101227,2019-01-18,2019-01-20,Standard Class,CU-3494,Customer 406,Corporate,United States,City,State,South,Technology,Phones,Phones Product,1118.19,5,0.3,294.99
CA-2019-101228,2019-09-14,2019-09-17,First Class,CU-2597,Customer 210,Consumer,United States,City,State,Central,Office Supplies,Labels,Labels Product,1464.89,2,0.3,4.49
CA-2019-101229,2019-03-19,2019-03-21,Second Class,CU-1688,Customer 278,Consumer,United States,City,State,Central,Furniture,Furnishings,Furnishings Product,358.94,1,0.1,-49.58
CA-2019-101230,2019-06-24,2019-06-29,Second Class,CU-5350,Customer 358,Home Office,United States,City,State,South,Office Supplies,Storage,Storage Product,1832.52,1,0.1,168.16
CA-2019-101231,2019-07-13,2019-07-16,Second Class,CU-2376,Customer 203,Corporate,United States,City,State,South,Office Supplies,Storage,Storage Product,720.5,6,0.1,-138.04
CA-2019-101232,2019-04-23,2019-04-26,Standard Class,CU-8613,Customer 317,Corporate,United States,City,State,East,Technology,Phones,Phones Product,1178.25,1,0.3,-12.68
CA-2019-101233,2019-04-24,2019-04-27,Second Class,CU-2497,Customer 153,Corporate,United States,City,State,East,Technology,Phones,Phones Product,1830.71,8,0.1,502.48
CA-2019-101234,2019-08-10,2019-08-12,First Class,CU-1201,Customer 475,Corporate,United States,City,State,Central,Office Supplies,Storage,Storage Product,415.05,6,0.3,-32.12
CA-2019-101235,2019-06-15,2019-06-19,Same Day,CU-6363,Customer 350,Consumer,United States,City,State,South,Furniture,Tables,Tables Product,349.31,4,0.0,-48.41
CA-2019-101236,2019-11-15,2019-11-20,Standard Class,CU-3291,Customer 60,Home Office,United States,City,State,Central,Technology,Accessories,Accessories Product,774.91,3,0.1,153.33
